task,directive,feedback_loop,learning,none,not_classified,task_iteration,validation
"teach students study skills, note-taking skills, and test-taking strategies.",0.6818181818181818,,,,0.3181818181818182,,
teach undergraduate level courses.,0.5,,0.3793103448275862,,0.12068965517241381,,
telephone or write letters to respond to correspondence from customers or to follow up initial sales contacts.,0.7692307692307694,,,,0.2307692307692308,,
"tell jokes, perform comic dances, songs and skits, impersonate mannerisms and voices of others, contort face, and use other devices to amuse audiences.",0.8636363636363636,,,,0.13636363636363635,,
"test and analyze samples to determine their content and characteristics, using laboratory apparatus or testing equipment.",0.6777777777777778,,,0.18888888888888888,0.13333333333333333,,
"test circuits and components of malfunctioning telecommunications equipment to isolate sources of malfunctions, using test meters, circuit diagrams, polarity probes, and other hand tools.",0.6071428571428571,,,,0.39285714285714285,,
test connections to ensure that power supplies are adequate and that communications links function.,,,,,1.0,,
"test experimental models under simulated operating conditions for purposes such as development, standardization, or feasibility of design.",,,,,1.0,,
"test machines, components, materials, or products to determine characteristics such as performance, strength, or response to stress.",0.7492877492877493,0.04558404558404559,,,0.06837606837606838,,0.13675213675213677
"test metals to determine conformance to specifications of mechanical strength, strength-weight ratio, ductility, magnetic and electrical properties, and resistance to abrasion, corrosion, heat, and cold.",0.9333333333333331,,,,0.06666666666666667,,
test new and updated bioinformatics tools and software.,0.6590909090909091,,,,0.3409090909090909,,
"test performance of electromechanical assemblies, using test instruments such as oscilloscopes, electronic voltmeters, or bridges.",,,,,1.0,,
"test programs or databases, correct errors, and make necessary modifications.",0.48205326128907755,0.22110189116171358,0.029091084523350057,0.1556831339251254,,0.024700887688151294,0.08736974141258201
"test samples to determine viscosity, acidity, specific gravity, or degree of concentration, using test equipment such as viscometers, ph meters, or hydrometers.",0.7391304347826086,,,,0.2608695652173913,,
test security measures for final acceptance and implement or provide procedures for ongoing monitoring and evaluation of the measures.,0.6851851851851852,,,,0.3148148148148148,,
test software systems or applications for software enhancements or new products.,,,,,1.0,,
test system modifications to prepare for implementation.,0.5373665480427047,0.17022538552787667,0.018386714116251483,0.16844602609727166,,0.011862396204033215,0.0937129300118624
"test, maintain, and monitor computer programs and systems, including coordinating the installation of computer programs and systems.",0.4458923512747875,0.06515580736543909,0.04022662889518413,0.2804532577903683,,0.013031161473087818,0.15524079320113315
"ticket, arrange, and display merchandise to promote sales.",0.9454545454545457,,,,0.05454545454545454,,
"track and analyze factors that affect price movement, such as trade policies, weather conditions, political developments, or supply and demand changes.",0.9166666666666665,,,,0.08333333333333331,,
"track and trace goods while they are en route to their destinations, expediting orders when necessary.",0.8363636363636363,,,,0.16363636363636364,,
track product flow from origin to final delivery.,0.803030303030303,,,,0.1969696969696969,,
track program budgets and expenses and campaign response rates to evaluate each campaign based on program objectives and industry norms.,0.8584070796460178,,,,0.1415929203539823,,
"track the status of requisitions, contracts, and orders.",0.9121951219512197,,,,0.08780487804878048,,
"track, compile, and analyze web site usage data.",0.8063241106719368,,,0.13438735177865613,0.05928853754940711,,
"track, measure, or report on aspects of market risk for traded issues.",0.7619047619047619,,,,0.23809523809523805,,
train and assist tutors and community literacy volunteers.,,,,,1.0,,
train instructors and supervisors in techniques and skills for training and dealing with employees.,,,,,1.0,,
train or instruct employees in job duties or company policies or arrange for training to be provided.,,,,,1.0,,
train users and answer questions.,,,,,1.0,,
"train workers in food preparation, and in service, sanitation, and safety procedures.",,,,,1.0,,
transcribe data to worksheets and enter data into computer for use in preparing documents and adjusting accounts.,1.0,,,,,,
"transcribe dictation for a variety of medical reports, such as patient histories, physical examinations, emergency room visits, operations, chart reviews, consultation, or discharge summaries.",0.684931506849315,,,,0.0136986301369863,0.3013698630136986,
transcribe medical reports.,0.99375,,,,0.00625,,
transcribe recorded proceedings in accordance with established formats.,0.9453781512605042,,,,0.0546218487394958,,
"translate data into numbers, equations, flow charts, graphs, or other forms.",0.896551724137931,,,,0.10344827586206896,,
"translate messages simultaneously or consecutively into specified languages, orally or by using hand signs, maintaining message content, context, and style as much as possible.",,,,,1.0,,
"transmit information or documents to customers, using computer, mail, or facsimile machine.",0.7758620689655173,,,,0.22413793103448282,,
treat diseases of female organs.,0.7333333333333333,,,,0.26666666666666666,,
"treat the facial skin to maintain and improve its appearance, using specialized techniques and products, such as peels and masks.",,,,,1.0,,
trim film segments to specified lengths and reassemble segments in sequences that present stories with maximum effect.,0.8571428571428571,,,,0.14285714285714285,,
troubleshoot network or connectivity problems for users or user groups.,0.4077025232403719,0.2589641434262948,0.0650730411686587,0.1440903054448871,,0.014608233731739705,0.1095617529880478
