task,directive,feedback_loop,learning,none,task_iteration,validation,not_classified
"Teach students study skills, note-taking skills, and test-taking strategies.",0.2078,0.0779,0.4571,0.0052,0.2208,0.031200000000000002,0.0
Teach undergraduate-level courses.,0.1235,0.0070999999999999995,0.8195,0.0024,0.030899999999999997,0.0166,0.0
Teach writing or communication classes.,0.1889,0.0167,0.5389,0.0,0.21109999999999998,0.0444,0.0
Telephone or write letters to respond to correspondence from customers or to follow up initial sales contacts.,0.5021,0.1073,0.0043,0.0172,0.3691,0.0,0.0
"Tell jokes, perform comic dances, songs and skits, impersonate mannerisms and voices of others, contort face, and use other devices to amuse audiences.",0.405,0.09,0.015,0.26,0.225,0.005,0.0
Test changes to database applications or systems.,0.3333,0.5556,0.0,0.11109999999999999,0.0,0.0,0.0
"Test issues such as system integration, performance, and system security on a regular schedule or after any major program modifications.",0.8772,0.0702,0.0,0.0351,0.0,0.0175,0.0
Test new or updated software or tools and provide feedback to developers.,0.23079999999999998,0.5275,0.0,0.022000000000000002,0.20879999999999999,0.011000000000000001,0.0
Test software systems or applications for software enhancements or new products.,0.5233,0.35840000000000005,0.0036,0.025099999999999997,0.0681,0.0215,0.0
Test system modifications to prepare for implementation.,0.4714,0.5,0.0,0.0,0.0143,0.0143,0.0
"Test, maintain, and monitor computer programs and systems, including coordinating the installation of computer programs and systems.",0.5946,0.3378,0.013500000000000002,0.027000000000000003,0.027000000000000003,0.0,0.0
"Test, validate, and reformulate models to ensure accurate prediction of outcomes of interest.",0.125,0.3214,0.0689,0.0051,0.4388,0.0408,0.0
"Trace historical development in a particular field, such as social, cultural, political, or diplomatic history.",0.1637,0.0111,0.6709999999999999,0.0197,0.10800000000000001,0.026600000000000002,0.0
"Track and analyze factors that affect price movement, such as trade policies, weather conditions, political developments, or supply and demand changes.",0.3667,0.1883,0.2597,0.005699999999999999,0.1374,0.0421,0.0
Track delivery progress of shipments.,0.7742,0.1613,0.0,0.0323,0.0323,0.0,0.0
"Track, compile, and analyze Web site usage data.",0.4747,0.2323,0.0556,0.0202,0.19190000000000002,0.0253,0.0
Train faculty and media staff on the use of software and audio-visual equipment.,0.122,0.561,0.2439,0.0,0.0732,0.0,0.0
Train people in computer system use.,0.059000000000000004,0.5186,0.3556,0.009300000000000001,0.0528,0.004699999999999999,0.0
Train staff and users to work with computer systems and programs.,0.0178,0.5976,0.33140000000000003,0.0059,0.0414,0.0059,0.0
Train staff on technical procedures or software program usage.,0.0872,0.4698,0.3691,0.0,0.06709999999999999,0.0067,0.0
"Train staff on, and oversee the use of, information security standards, policies, and best practices.",0.129,0.2903,0.4355,0.0,0.1452,0.0,0.0
Train subordinates in programming and program coding.,0.07690000000000001,0.3077,0.34619999999999995,0.0,0.1346,0.1346,0.0
Train users and answer questions.,0.08,0.3619,0.4575,0.0049,0.0681,0.0275,0.0
Train users in procedures related to network applications software or related systems.,0.2432,0.4595,0.1892,0.027000000000000003,0.08109999999999999,0.0,0.0
"Transcribe data to worksheets, and enter data into computer for use in preparing documents and adjusting accounts.",0.5997,0.0747,0.0067,0.0053,0.3115,0.002,0.0
"Transcribe ideas for musical compositions into musical notation, using instruments, pen and paper, or computers.",0.3103,0.10339999999999999,0.0345,0.0345,0.5172,0.0,0.0
"Transcribe musical compositions and melodic lines to adapt them to a particular group, or to create a particular musical style.",0.2778,0.11109999999999999,0.0,0.0,0.6111,0.0,0.0
Transcribe recorded messages or practitioners' diagnoses or recommendations into patients' medical records.,0.8649,0.009000000000000001,0.0,0.06309999999999999,0.06309999999999999,0.0,0.0
Transfer details from separate journals to general ledgers or data processing sheets.,0.7726999999999999,0.0833,0.0038,0.0152,0.125,0.0,0.0
"Transfer photographs to computers for editing, archiving, and electronic transmission.",0.7548,0.0579,0.0028000000000000004,0.019299999999999998,0.1625,0.0028000000000000004,0.0
"Translate messages simultaneously or consecutively into specified languages, orally or by using hand signs, maintaining message content, context, and style as much as possible.",0.5529,0.0416,0.1369,0.0184,0.2343,0.016,0.0
Translate or request translation of reference materials.,0.5291,0.023399999999999997,0.19829999999999998,0.0171,0.21600000000000003,0.016,0.0
"Transmit correspondence or medical records by mail, e-mail, or fax.",0.8,0.05,0.0,0.1,0.05,0.0,0.0
"Transmit information or documents to customers, using computer, mail, or facsimile machine.",0.877,0.0833,0.0,0.0159,0.023799999999999998,0.0,0.0
Transmit work electronically to other locations.,0.8214,0.1429,0.0,0.0,0.035699999999999996,0.0,0.0
Trim film segments to specified lengths and reassemble segments in sequences that present stories with maximum effect.,0.4545,0.1273,0.0,0.0,0.4182,0.0,0.0
"Troubleshoot equipment, electrical components, hydraulics, or other mechanical systems.",0.1104,0.7340000000000001,0.1104,0.01,0.0258,0.009399999999999999,0.0
"Troubleshoot fuel, ignition, and emissions control systems, using electronic testing equipment.",0.11220000000000001,0.7347,0.11220000000000001,0.0,0.030600000000000002,0.0102,0.0
Troubleshoot network or connectivity problems for users or user groups.,0.13849999999999998,0.7864,0.038900000000000004,0.01,0.024399999999999998,0.0018,0.0
"Troubleshoot new or existing product problems involving designs, materials, or processes.",0.1862,0.4731,0.1821,0.0141,0.08900000000000001,0.0556,0.0
Troubleshoot problems with audio-visual equipment.,0.16649999999999998,0.6897,0.0666,0.0333,0.0333,0.010700000000000001,0.0
Troubleshoot program and system malfunctions to restore normal functioning.,0.0977,0.8029999999999999,0.0216,0.0042,0.06709999999999999,0.006500000000000001,0.0
"Troubleshoot robotic systems, using knowledge of microprocessors, programmable controllers, electronics, circuit analysis, mechanics, sensor or feedback systems, hydraulics, or pneumatics.",0.15789999999999998,0.4211,0.0526,0.0,0.31579999999999997,0.0526,0.0
Troubleshoot security and network problems.,0.0536,0.8356999999999999,0.0571,0.0070999999999999995,0.035699999999999996,0.010700000000000001,0.0
Tutor and assist children individually or in small groups to help them master assignments and to reinforce learning concepts presented by teachers.,0.5361,0.0361,0.13699999999999998,0.0072,0.24280000000000002,0.0409,0.0
Tutor or assist students individually or in small groups.,0.1898,0.0683,0.5291,0.0060999999999999995,0.1292,0.0774,0.0
Tutor or mentor students who need additional instruction.,0.1255,0.0755,0.6102000000000001,0.006999999999999999,0.09939999999999999,0.0825,0.0
Type acknowledgment letters to persons sending correspondence.,0.5661999999999999,0.0432,0.011200000000000002,0.0084,0.3529,0.0181,0.0
"Type correspondence, reports, text and other written material from rough drafts, corrected copies, voice recordings, dictation, or previous versions, using a computer, word processor, or typewriter.",0.745,0.0199,0.008,0.004,0.2191,0.004,0.0
"Type, format, proofread, and edit correspondence and other documents, from notes or dictating machines, using computers or typewriters.",0.3714,0.0,0.0,0.0286,0.5143,0.0857,0.0
"Update and maintain customer information records, such as beauty services provided.",0.7222,0.11109999999999999,0.0,0.0556,0.11109999999999999,0.0,0.0
Update directory information.,0.46149999999999997,0.2692,0.0,0.0,0.2692,0.0,0.0
Update knowledge and skills to keep up with rapid advancements in computer technology.,0.3333,0.1333,0.4667,0.0,0.0667,0.0,0.0
Upload digital images onto Web sites for customers.,0.5,0.3857,0.0,0.0,0.1143,0.0,0.0
"Upload digital media, such as photos, video, or scanned images to online storefront, auction sites, or other shopping Web sites.",0.5,0.3049,0.0,0.0,0.18289999999999998,0.012199999999999999,0.0
Use computer software to generate new images.,0.5501,0.0699,0.039599999999999996,0.013999999999999999,0.32630000000000003,0.0,0.0
"Use computers for various applications, such as database management or word processing.",0.6359,0.2618,0.02,0.0274,0.054900000000000004,0.0,0.0
"Use computers, audio-visual aids, and other equipment and materials to supplement presentations.",0.4375,0.0,0.0625,0.0,0.5,0.0,0.0
"Use computers, computer-interfaced equipment, robotics or high-technology industrial applications to perform work duties.",0.6574,0.2905,0.009300000000000001,0.005600000000000001,0.037200000000000004,0.0,0.0
Use informatics science to design or implement health information technology applications for resolution of clinical or health care administrative problems.,0.1957,0.1957,0.10869999999999999,0.0652,0.43479999999999996,0.0,0.0
"Use nondisciplinary tools and equipment, such as a computer.",0.8158,0.1242,0.0049,0.0362,0.0177,0.0012,0.0
"Use object-oriented programming languages, as well as client and server applications development processes and multimedia and Internet technology.",0.4105,0.2601,0.031200000000000002,0.0028000000000000004,0.2933,0.0021,0.0
"Use sales forecasting or strategic planning to ensure the sale and profitability of products, lines, or services, analyzing business developments and monitoring market trends.",0.32909999999999995,0.0633,0.0633,0.0,0.5127,0.0316,0.0
Use telephone to deliver verbal messages.,0.6593000000000001,0.0165,0.0,0.3132,0.011000000000000001,0.0,0.0
"Use the computer in the analysis and solution of business problems, such as development of integrated production and inventory control and cost analysis systems.",0.19940000000000002,0.304,0.1133,0.0184,0.3582,0.0068000000000000005,0.0
Vary language and tone of messages based on product and medium.,0.29,0.024399999999999998,0.0040999999999999995,0.003,0.6731,0.0055000000000000005,0.0
Verify accuracy of billing data and revise any errors.,0.3333,0.2698,0.0,0.0317,0.22219999999999998,0.1429,0.0
Verify accuracy of materials lists.,0.3636,0.1818,0.0182,0.0182,0.2364,0.1818,0.0
"Verify accuracy of reports, such as authorization forms, transaction reconciliations, or exchange summary reports.",0.33899999999999997,0.25420000000000004,0.0169,0.0085,0.322,0.0593,0.0
Verify accuracy of transcripts by checking copies against original records of proceedings and accuracy of rulings by checking with judges.,0.2,0.04,0.0,0.04,0.28,0.44,0.0
"Verify adherence of documentation to customs, insurance, or regulatory requirements.",0.21559999999999999,0.1497,0.0599,0.012,0.3114,0.2515,0.0
"Verify facts, dates, and statistics, using standard reference sources.",0.2807,0.0527,0.018799999999999997,0.010700000000000001,0.2938,0.3435,0.0
Verify key numbers and time codes on materials.,0.3515,0.0667,0.030299999999999997,0.0242,0.2606,0.2667,0.0
Verify regulatory compliance of transaction reporting.,0.4328,0.1642,0.0,0.0,0.19399999999999998,0.209,0.0
Verify scoring calculations before competition winners are announced.,0.2727,0.1313,0.0,0.0101,0.3232,0.2626,0.0
Verify that software technology is in place to adequately provide oversight and monitoring in all required areas.,0.1515,0.6364,0.030299999999999997,0.0,0.1515,0.030299999999999997,0.0
"Verify the accuracy and validity of data entered in databases, correcting any errors.",0.4242,0.2006,0.0072,0.0086,0.2712,0.08810000000000001,0.0
