task,directive,feedback_loop,learning,none,task_iteration,validation,not_classified
"Record and compile operational data by completing and maintaining forms, logs, or reports.",0.9098,0.0533,0.0,0.0192,0.0163,0.0015,0.0
Record and edit the minutes of meetings and distribute to appropriate officials or staff members.,0.7857,0.15710000000000002,0.0,0.0429,0.0143,0.0,0.0
"Record and maintain files or records of customer requests, work or services performed, charges, expenses, inventory, or other dispatch information.",0.8571,0.09519999999999999,0.0,0.047599999999999996,0.0,0.0,0.0
"Record and maintain patient information, such as vital signs, eating habits, behavior, progress notes, treatments, or discharge plans.",0.8049,0.122,0.0,0.0732,0.0,0.0,0.0
Record and process results of procedures.,0.95,0.05,0.0,0.0,0.0,0.0,0.0
"Record and report job-related activities, findings, transactions, violations, discrepancies, and decisions.",0.7447,0.1702,0.0,0.0426,0.0426,0.0,0.0
"Record and report time, materials, faults, deficiencies, or other unusual occurrences on work orders.",0.8332999999999999,0.1042,0.0,0.0208,0.0417,0.0,0.0
"Record details of attendance, sales, receipts, reservations, or repair activities.",0.9091,0.0364,0.0,0.0182,0.0182,0.0182,0.0
"Record details of calls, dispatches, and messages.",0.9231,0.0256,0.0,0.0513,0.0,0.0,0.0
"Record information, such as cash receipts and ticket fares, and maintain log book.",0.8245999999999999,0.12279999999999999,0.0,0.0175,0.0351,0.0,0.0
"Record information, such as personnel, production, or operational data on specified forms or reports.",0.7641,0.13849999999999998,0.0,0.0718,0.0256,0.0,0.0
"Record laboratory or field data, including numerical data, test results, photographs, or summaries of visual observations.",1.0,0.0,0.0,0.0,0.0,0.0,0.0
Record operational data on specified forms.,0.807,0.0965,0.0,0.0789,0.0175,0.0,0.0
Record operational or production data on specified forms.,0.8476,0.1023,0.0021,0.0397,0.0063,0.0021,0.0
"Record or compile test results or prepare graphs, charts, or reports.",0.8889,0.11109999999999999,0.0,0.0,0.0,0.0,0.0
Record or oversee recording of information to ensure currency of engineering drawings and documentation of production problems.,0.8695999999999999,0.0,0.0,0.0435,0.087,0.0,0.0
Record production and operational data on specified forms.,0.7907,0.1628,0.0,0.0116,0.0233,0.0116,0.0
Record production or operational data on specified forms.,0.8571,0.10710000000000001,0.0,0.0,0.035699999999999996,0.0,0.0
Record sales or delivery information on daily sales or delivery record.,0.9381,0.053099999999999994,0.0,0.0,0.0088,0.0,0.0
Record symbols on computer storage media and use computer aided transcription to translate and display them as text.,0.8815999999999999,0.0395,0.0,0.0658,0.0132,0.0,0.0
"Record test data and prepare reports, summaries, or charts that interpret test results.",0.9167000000000001,0.0833,0.0,0.0,0.0,0.0,0.0
Record the specifics of malfunctioning machines and document malfunctions needing repair.,0.9301999999999999,0.0233,0.0233,0.0233,0.0,0.0,0.0
"Record transaction information on forms or logs, and notify designated personnel of discrepancies.",0.8809999999999999,0.0833,0.0,0.023799999999999998,0.0,0.011899999999999999,0.0
Record work activities performed.,0.7711,0.12050000000000001,0.012,0.0361,0.0602,0.0,0.0
"Record, process, and maintain patient data or treatment records and prepare reports.",0.9195,0.046,0.0,0.023,0.0115,0.0,0.0
Recruit staff members.,0.8111,0.0889,0.005600000000000001,0.07780000000000001,0.0111,0.005600000000000001,0.0
"Refer clients to community resources for services, such as job placement, debt counseling, legal aid, housing, medical treatment, or financial assistance, and provide concrete information, such as where to go and how to apply.",0.6154,0.16920000000000002,0.0462,0.15380000000000002,0.0154,0.0,0.0
"Refer clients to other specialists, institutions, or support services as necessary.",0.8,0.0,0.12,0.08,0.0,0.0,0.0
Refer guest problems or complaints to supervisors.,0.6,0.3111,0.0,0.0889,0.0,0.0,0.0
Refer patients to other health care practitioners as necessary.,0.7646999999999999,0.1176,0.0,0.1176,0.0,0.0,0.0
Refer patients to other health professionals or agencies when appropriate.,0.7115,0.0962,0.0385,0.1346,0.0,0.0192,0.0
"Refer people to community support services, psychologists, or doctors.",0.3333,0.09519999999999999,0.0,0.5714,0.0,0.0,0.0
"Refer to schematic drawings, product manuals, and troubleshooting guides to diagnose and repair problems.",0.7406999999999999,0.22219999999999998,0.037000000000000005,0.0,0.0,0.0,0.0
Refer unresolved customer grievances to designated departments for further investigation.,0.5023,0.4047,0.0,0.0837,0.009300000000000001,0.0,0.0
"Reformat documents, moving paragraphs or columns.",0.9311,0.0219,0.0018,0.011899999999999999,0.0288,0.0046,0.0
Relay or route written or verbal messages.,0.7506,0.15380000000000002,0.005,0.067,0.0149,0.0087,0.0
"Relay work orders, messages, or information to or from work crews, supervisors, or field inspectors, using telephones or two-way radios.",0.6944,0.3056,0.0,0.0,0.0,0.0,0.0
Report delays or accidents.,0.8332999999999999,0.037000000000000005,0.0,0.12960000000000002,0.0,0.0,0.0
"Report delays, accidents, or other traffic and transportation situations, using telephones or mobile two-way radios.",0.8889,0.0,0.0,0.11109999999999999,0.0,0.0,0.0
Report equipment problems and ensure that required repairs are made.,0.8170999999999999,0.0366,0.0,0.1463,0.0,0.0,0.0
"Report project plans, progress, and results.",0.7709,0.1294,0.013500000000000002,0.066,0.016200000000000003,0.004,0.0
"Report project status, such as budget, resources, technical issues, or customer satisfaction, to managers.",0.7856000000000001,0.11710000000000001,0.0018,0.08289999999999999,0.009899999999999999,0.0027,0.0
"Report results of statistical analyses, including information in the form of graphs, charts, and tables.",0.8208,0.036699999999999997,0.0,0.002,0.1365,0.0040999999999999995,0.0
"Report to management about asset utilization and audit results, and recommend changes in operations and financial activities.",0.9129999999999999,0.087,0.0,0.0,0.0,0.0,0.0
Report to management regarding the finances of establishment.,0.7726999999999999,0.2273,0.0,0.0,0.0,0.0,0.0
Request and review project updates to ensure deadlines are met.,0.7429000000000001,0.0706,0.0028000000000000004,0.1638,0.019799999999999998,0.0,0.0
"Research and analyze customer design proposals, specifications, manuals, or other data to evaluate the feasibility, cost, or maintenance requirements of designs or applications.",0.8621,0.0,0.051699999999999996,0.0,0.069,0.0172,0.0
"Research and analyze laws, regulations, policies, and precedent decisions to prepare for hearings and to determine conclusions.",0.8870999999999999,0.0121,0.0323,0.004,0.0363,0.0282,0.0
"Research and apply innovative solutions for product design, visuals, and user experience to meet the needs of individual Web development projects.",0.7458,0.046,0.001,0.0068000000000000005,0.2,0.0003,0.0
"Research and evaluate suppliers, based on price, quality, selection, service, support, availability, reliability, production and distribution capabilities, and the supplier's reputation and history.",0.9261,0.0542,0.0,0.0049,0.009899999999999999,0.0049,0.0
Research and identify potential customers for products or services.,0.9553,0.024300000000000002,0.0039000000000000003,0.0039000000000000003,0.010700000000000001,0.0019,0.0
Research and test new or modified hardware or software products to determine performance and interoperability.,0.6,0.225,0.1,0.0,0.025,0.05,0.0
"Research current trends and new technology, such as printing production techniques, computer software, and design trends.",0.8452,0.035699999999999996,0.0833,0.023799999999999998,0.0,0.011899999999999999,0.0
Research hardware or software products to meet technical networking or security needs.,0.7797,0.1186,0.0339,0.0,0.0508,0.0169,0.0
Research information requested by farmers.,0.8108,0.027000000000000003,0.1351,0.0,0.0,0.027000000000000003,0.0
"Research laws, court decisions, documents, opinions, briefs, or other information related to cases before the court.",0.8364,0.0,0.0545,0.0,0.0727,0.0364,0.0
"Research laws, regulations, policies, or precedent decisions to prepare for hearings.",0.625,0.125,0.0625,0.0,0.125,0.0625,0.0
Research legal issues and write opinions on the issues.,0.8276,0.0,0.069,0.0,0.0345,0.069,0.0
Research new financial products or analytics to determine their usefulness.,0.9831,0.0,0.0085,0.0,0.0,0.0085,0.0
Research new software or design concepts.,0.6731,0.1432,0.0876,0.0064,0.0855,0.0043,0.0
"Research production specifications, costs, production materials, and manufacturing methods and provide cost estimates and itemized production requirements.",0.8361,0.016399999999999998,0.0246,0.0,0.1066,0.016399999999999998,0.0
"Research production topics using the internet, video archives, and other informational sources.",0.8824,0.1176,0.0,0.0,0.0,0.0,0.0
"Research the history of a particular country or region, or of a specific time period.",0.7805,0.024399999999999998,0.122,0.024399999999999998,0.024399999999999998,0.024399999999999998,0.0
Research the target audience of projects.,0.9172,0.0296,0.0,0.0296,0.023700000000000002,0.0,0.0
"Research various topics, including site history, environmental conditions, and clients' skills and abilities to plan appropriate expeditions, instruction, and commentary.",0.898,0.0255,0.0204,0.051,0.0,0.0051,0.0
"Research, compile, analyze and organize information from maps, reports, investigations, and books for use in reports and special projects.",0.9924,0.0,0.0,0.0,0.0076,0.0,0.0
"Research, compile, and prepare reports, manuals, correspondence, or other information required by management or governmental agencies.",0.9377,0.020099999999999996,0.0015,0.0031,0.0361,0.0015,0.0
"Research, design, evaluate, install, operate, or maintain mechanical products, equipment, systems or processes to meet requirements.",0.9,0.0167,0.0,0.0,0.0333,0.05,0.0
"Research, document, rate, or select alternatives for Web architecture or technologies.",0.6154,0.07690000000000001,0.18460000000000001,0.0,0.10769999999999999,0.0154,0.0
"Research, evaluate, and prepare recommendations on curricula, instructional methods, and materials for school systems.",0.8,0.0,0.0,0.0,0.0,0.2,0.0
"Research, test, or verify proper functioning of software patches and fixes.",0.764,0.188,0.0,0.012,0.008,0.027999999999999997,0.0
"Resolve any problems with itineraries, service, or accommodations.",0.746,0.1429,0.0,0.0635,0.047599999999999996,0.0,0.0
Resolve customer complaints or answer customers' questions regarding policies and procedures.,0.6643000000000001,0.15,0.0814,0.0786,0.0143,0.011399999999999999,0.0
"Resolve customer complaints regarding problems, such as payout errors.",0.6743000000000001,0.2514,0.011399999999999999,0.051399999999999994,0.005699999999999999,0.005699999999999999,0.0
Resolve customer complaints regarding sales and service.,0.7238,0.2286,0.0063,0.0349,0.0063,0.0,0.0
Resolve customer complaints.,0.7127,0.228,0.0040999999999999995,0.0347,0.017,0.0034000000000000002,0.0
"Resolve customers' service or billing complaints by performing activities such as exchanging merchandise, refunding money, or adjusting bills.",0.6862999999999999,0.27449999999999997,0.0,0.0098,0.0294,0.0,0.0
"Resolve problems concerning transportation, logistics systems, imports or exports, or customer issues.",0.7692,0.23079999999999998,0.0,0.0,0.0,0.0,0.0
Resolve problems or discrepancies concerning customers' accounts.,0.6765000000000001,0.2647,0.0,0.0441,0.0147,0.0,0.0
"Respond to customer and supplier inquiries about order status, changes, or cancellations.",0.75,0.17859999999999998,0.0,0.035699999999999996,0.035699999999999996,0.0,0.0
